paper_id,model_id,apa_citation,year,affective_model,is_classifier,class_model_output_number,class_model_output_categories,class_Logistic Regression,class_Support Vector Machine (SVM),class_k-Nearest Neighbor (k-NN),class_Quadratic discrimant clasifier (QDA),class_Linear Discriminant Analysis (LDA),class_Tree based models,class_Naive Bayes,class_AVG,class_LASSO-T,class_Ridge-T,class_LASSO-VAR,class_Ridge-VAR,class_TPA,class_HDC-MER,class_HMM,class_Gradient boostingclass,class_Fully connected NN (or Multi layer perceptron),class_Convolutional NN,class_Recurrent NN,class_GRU (Gated Recurrent Units),class_LSTM,class_Cellular Neural Networks,class_AdaBoost DT,class_Quantum Neural Network (QNN),class_Probabilistic Neural Network (PNN),class_Backpropagation (BP),class_Extreme Learning Machine (ELM),class_ANN,class_Spiking Deep Belief Network (SDBN),"class_radial basis function
(RBF) ",class_1R rule,class_JRip,is_regressor,regre_model_output_number,regre_model_output_dimensions,regre_Linear Regression,regre_Support Vector Regression (SVR),regre_Polynomial Regression,regre_Ridge regression,regre_Logistic regression,regre_knn,regre_decision tree,regre_Multilayer regression,regre_Boosted regression trees,regre_Fully connected NN (or Multi layer perceptron),regre_Convolutional NN,regre_Recurrent NN,regre_LSTM,regre_PNN (probabilistic neural network),accuracy,precision,f-measure,recall-sensitivity-true_positive_rate,specificity_true-negative-rate,false-positive-rate,false-negative-rate,roc-auc,R2,R,MAE-(Mean-Absolute-Error),Concordance-Correlation-Coefficient-(CCC),Spearman’s-ranking-correlation,Mean-square-error-(MSE),Root-Mean-Square-Error-(RMSE),Pearson-Correlation Coefficient-(r),unweighted-average-recall-(UAR),Matthews-Correlation-Coefficient,G-mean-(Geometric-mean)
56,292,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",2013,dimensional,,2,"relaxed, stress",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,X,,-,-,-,-,,,,,,,,-,-,-,-,-,55.26,-,-,-,-,-,,-,-,,-,,,,,,,,
57,293,"Guo, R., Li, S., He, L., Gao, W., Qi, H., & Owens, G. (2013, May). Pervasive and unobtrusive emotion sensing for human mental health. In 2013 7th International Conference on Pervasive Computing Technologies for Healthcare and Workshops (pp. 436-439). IEEE.",2013,categorical,,4,"Amusement, fear, relax, sadness",-,-,X,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,70.2,-,-,-,-,,,-,-,,-,,,,,,,,
57,294,"Guo, R., Li, S., He, L., Gao, W., Qi, H., & Owens, G. (2013, May). Pervasive and unobtrusive emotion sensing for human mental health. In 2013 7th International Conference on Pervasive Computing Technologies for Healthcare and Workshops (pp. 436-439). IEEE.",2013,categorical,,4,"Amusement, fear, relax, sadness",-,-,X,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,59.25,-,-,-,-,,,-,-,,-,,,,,,,,
58,295,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",2013,categorical,,5,"empathy, expectation, positive-surprise, stress, frustration",-,-,X,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,,,,,,,,
58,296,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",2013,categorical,,5,"empathy, expectation, positive-surprise, stress, frustration",-,-,,-,-,X,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,,,,,,-,-,-,-,-,-,,-,-,,-,,,,,,,,
58,297,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",2013,categorical,,5,"empathy, expectation, positive-surprise, stress, frustration",-,-,-,-,-,-,X,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,,-,-,-,-,-,,-,-,,,-,-,,-,,,,,,,,
58,298,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",2013,categorical,,5,"empathy, expectation, positive-surprise, stress, frustration",-,X,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,,,,,,,,
58,299,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",2013,categorical,,5,"empathy, expectation, positive-surprise, stress, frustration",X,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,,-,,,,,,,,
58,300,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",2013,categorical,,5,"empathy, expectation, positive-surprise, stress, frustration",X,-,-,-,-,-,-,,,,,,,,x,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,44,-,-,-,-,-,,-,-,,-,,,,,,,,
58,301,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",2013,categorical,,5,"empathy, expectation, positive-surprise, stress, frustration",X,-,-,-,-,-,-,,,,,,,,x,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,43,-,-,-,-,-,,-,-,,-,,,,,,,,
58,302,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",2013,categorical,,5,"empathy, expectation, positive-surprise, stress, frustration",X,-,-,-,-,-,-,,,,,,,,x,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,44,-,-,-,-,-,,-,-,,-,,,,,,,,
59,303,"Li, S., Guo, R., He, L., Gao, W., Qi, H., & Owens, G. (2014). MoodMagician. Proceedings of the 12th ACM Conference on Embedded Network Sensor Systems - SenSys ’14. doi:10.1145/2668332.2668371",2014,categorical,,4,"amusement,fear, relax, sadness",-,-,-,-,-,X,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,,-,-,-,-,,,,,,,,-,-,-,-,-,54.08,-,-,-,-,-,,-,-,,-,,,,,,,,
60,304,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",2020,dimensional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,arousal,,,,,,,,,,,x,,,,86.92,,85.96,,,,,,,,,,,,,,,,
60,305,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",2020,dimensional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,arousal,,,,,,,,,,,,x,,,75.58,,74.71,,,,,,,,,,,,,,,,
60,306,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",2020,dimensional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,arousal,,,,,,,,,,,x,x,,,81.34,,80.7,,,,,,,,,,,,,,,,
60,307,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",2020,dimensional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,valence,,,,,,,,,,,x,,,,86.73,,85.71,,,,,,,,,,,,,,,,
60,308,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",2020,dimensional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,valence,,,,,,,,,,,,x,,,82.12,,81.46,,,,,,,,,,,,,,,,
60,309,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",2020,dimensional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,valence,,,,,,,,,,,x,x,,,82.53,,80.82,,,,,,,,,,,,,,,,
61,310,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,60,58,60,,,,,,,,,,,,,,,
61,311,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,76,75,75,,,,,,,,,,,,,,,
61,312,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,48,42,44,,,,,,,,,,,,,,,
61,313,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,80,80,,,,,,,,,,,,,,,
61,314,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,85,,,,,,,,,,,,,,,
61,315,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,53,51,56,,,,,,,,,,,,,,,
61,316,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,70,70,70,,,,,,,,,,,,,,,
61,317,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,43,35,39,,,,,,,,,,,,,,,
61,318,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,76,75,75,,,,,,,,,,,,,,,
61,319,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,81,81,81,,,,,,,,,,,,,,,
61,320,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,70,45,42,,,,,,,,,,,,,,,
61,321,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,65,65,65,,,,,,,,,,,,,,,
61,322,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,43,33,27,,,,,,,,,,,,,,,
61,323,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,73,72,73,,,,,,,,,,,,,,,
61,324,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,78,78,,,,,,,,,,,,,,,
61,325,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,40,44,,,,,,,,,,,,,,,
61,326,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,70,69,69,,,,,,,,,,,,,,,
61,327,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,31,28,36,,,,,,,,,,,,,,,
61,328,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,76,76,75,,,,,,,,,,,,,,,
61,329,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",2019,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,83,83,82,,,,,,,,,,,,,,,
62,330,"Seo, J., Laine, T. H., & Sohn, K. A. (2019). An exploration of machine learning methods for robust boredom classification using EEG and GSR data. Sensors, 19(20), 4561.",2019,dimensional,,2,"weak boredom, strong boredom",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.33,,,,,,,,,,,,,,,,,,
62,331,"Seo, J., Laine, T. H., & Sohn, K. A. (2019). An exploration of machine learning methods for robust boredom classification using EEG and GSR data. Sensors, 19(20), 4561.",2019,dimensional,,2,"weak boredom, strong boredom",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.86,,,,,,,,,,,,,,,,,,
62,332,"Seo, J., Laine, T. H., & Sohn, K. A. (2019). An exploration of machine learning methods for robust boredom classification using EEG and GSR data. Sensors, 19(20), 4561.",2019,dimensional,,2,"weak boredom, strong boredom",,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.03,,,,,,,,,,,,,,,,,,
63,333,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",2019,dimensional,,4,"Low Relaxation Response, Medium Relaxation Response, high relaxation Response, no relaxation response",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,77.3,78.5,79.7,,,,,,,,,,,,,,,
63,334,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",2019,dimensional,,4,"Low Relaxation Response, Medium Relaxation Response, high relaxation Response, no relaxation response",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,99.2,99.2,,,,,,,,,,,,,,,
63,335,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",2019,dimensional,,4,"Low Relaxation Response, Medium Relaxation Response, high relaxation Response, no relaxation response",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,96.9,96.9,,,,,,,,,,,,,,,
63,336,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",2019,dimensional,,4,"Low Relaxation Response, Medium Relaxation Response, high relaxation Response, no relaxation response",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9,84,82.3,,,,,,,,,,,,,,,
63,337,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",2019,dimensional,,4,"Low Relaxation Response, Medium Relaxation Response, high relaxation Response, no relaxation response",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,95.3,95.3,95.3,,,,,,,,,,,,,,,
63,338,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",2019,dimensional,,4,"Low Relaxation Response, Medium Relaxation Response, high relaxation Response, no relaxation response",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,74,73.9,,,,,,,,,,,,,,,
63,339,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",2019,dimensional,,4,"Low Relaxation Response, Medium Relaxation Response, high relaxation Response, no relaxation response",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,95.1,95.1,,,,,,,,,,,,,,,
63,340,"Martinez, R., Salazar-Ramirez, A., Arruti, A., Irigoyen, E., Martin, J. I., & Muguerza, J. (2019). A self-paced relaxation response detection system based on galvanic skin response analysis. IEEE Access, 7, 43730-43741.",2019,dimensional,,4,"Low Relaxation Response, Medium Relaxation Response, high relaxation Response, no relaxation response",,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,87.8,86.4,,,,,,,,,,,,,,,
64,341,"Sharma, V., Prakash, N. R., & Kalra, P. (2019). Audio-video emotional response mapping based upon electrodermal activity. Biomedical Signal Processing and Control, 47, 324-333.",2019,dimensional,,2,"HA, LA",,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,
64,342,"Sharma, V., Prakash, N. R., & Kalra, P. (2019). Audio-video emotional response mapping based upon electrodermal activity. Biomedical Signal Processing and Control, 47, 324-333.",2019,dimensional,,2,"HV, LV",,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,,,,,,,,,,,,,,,,,,
64,343,"Sharma, V., Prakash, N. R., & Kalra, P. (2019). Audio-video emotional response mapping based upon electrodermal activity. Biomedical Signal Processing and Control, 47, 324-333.",2019,dimensional,,2,"high dominance, low dominance",,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4,,,,,,,,,,,,,,,,,,
65,344,"Dar, M. N., Akram, M. U., Khawaja, S. G., & Pujari, A. N. (2020). Cnn and lstm-based emotion charting using physiological signals. Sensors, 20(16), 4551.",2020,dimensional,,4,"HAHV, HALV, LAHV, LALV",,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.67,,,,,,,,,,,,,,,,,,
66,345,"Greco, A., Marzi, C., Lanata, A., Scilingo, E. P., & Vanello, N. (2019, July). Combining electrodermal activity and speech analysis towards a more accurate emotion recognition system. In 2019 41st Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC) (pp. 229-232). IEEE.",2019,dimensional,,2,"HA, LA",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.04,,,,,,,,,,,,,,,,,,
67,346,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HV, LV",,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,55.78,71.41,99.24,,,,,,,,,,,,,,,
67,347,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HV, LV",,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,58.52,54.74,51.19,51.76,,,,,,,,,,,,,,,
67,348,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HV, LV",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,54.79,69.92,96.61,,,,,,,,,,,,,,,
67,349,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HV, LV",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,53.67,61.32,71.53,,,,,,,,,,,,,,,
67,350,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HV, LV",,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,55.05,68.88,91.99,,,,,,,,,,,,,,,
67,351,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HV, LV",,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,56.86,57.51,58.18,,,,,,,,,,,,,,,
67,352,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HA, LA",,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,66.1,79.3,99.2,,,,,,,,,,,,,,,
67,353,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HA, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.05,49.88,49.87,49.86,,,,,,,,,,,,,,,
67,354,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HA, LA",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,66.05,78.25,95.9,,,,,,,,,,,,,,,
67,355,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HA, LA",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,64.34,78.3,100,,,,,,,,,,,,,,,
67,356,"Ganapathy, N., Veeranki, Y. R., & Swaminathan, R. (2020). Convolutional neural network based emotion classification using electrodermal activity signals and time-frequency features. Expert Systems with Applications, 159, 113571.",2020,dimensional,,2,"HA, LA",,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3,64.14,77.13,96.71,,,,,,,,,,,,,,,
