paper_id,model_id,apa_citation,is_multimodal,modality_visual,modality_auditory,modality_somatosensory,task_type_active,task_type_pasive,technique_name,visual_pictures,visual_videos,visual_words,visual_other,auditory_miusic,auditory_other,technique_clasif_multiple_techniques,technique_clasif_driving,technique_clasif_Imagination techniques /memory recall,technique_clasif_Social interactions,technique_clasif_Virtual Reality,technique_clasif_Meditation,technique_clasif_Reading,technique_clasif_Ux,technique_clasif_TEM clips (Tactile Enhanced Multimedia),technique_clasif_Videogame,technique_clasif_Puzzle,technique_description,elicitation_duration,elicitation_duration_range,elicitation_duration_mean,elicitation_duration_median
41,257,"Ringeval, F., Eyben, F., Kroupi, E., Yuce, A., Thiran, J.-P., Ebrahimi, T., Lalanne, D., & Schuller, B. (2015). Prediction of asynchronous dimensional emotion ratings from audiovisual and physiological data. Pattern Recognition Letters, 66, 22–30. Scopus. https://doi.org/10.1016/j.patrec.2014.11.007",,,,,x,-,survival task,-,-,-,-,-,-,-,-,-,x,-,-,,,,,,,,,15m,
41,258,"Ringeval, F., Eyben, F., Kroupi, E., Yuce, A., Thiran, J.-P., Ebrahimi, T., Lalanne, D., & Schuller, B. (2015). Prediction of asynchronous dimensional emotion ratings from audiovisual and physiological data. Pattern Recognition Letters, 66, 22–30. Scopus. https://doi.org/10.1016/j.patrec.2014.11.007",,,,,x,-,survival task,-,-,-,-,-,-,-,-,-,x,-,-,,,,,,,,,15m,
42,259,"Kostoulas, T., Chanel, G., Muszynski, M., Lombardo, P., & Pun, T. (2017). Films, affective computing and aesthetic experience: Identifying emotional and aesthetic highlights from multimodal signals in a social setting. Frontiers in ICT, 4(JUN). Scopus. https://doi.org/10.3389/fict.2017.00011",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,,884s,
42,260,"Kostoulas, T., Chanel, G., Muszynski, M., Lombardo, P., & Pun, T. (2017). Films, affective computing and aesthetic experience: Identifying emotional and aesthetic highlights from multimodal signals in a social setting. Frontiers in ICT, 4(JUN). Scopus. https://doi.org/10.3389/fict.2017.00011",x,,,-,-,x,-,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,,884s,
43,261,"Barral, O., Kosunen, I., & Jacucci, G. (2017). No need to laugh out loud: Predicting humor appraisal of comic strips based on physiological signals in a realistic environment. ACM Transactions on Computer-Human Interaction, 24(6). Scopus. https://doi.org/10.1145/3157730",,,,-,x,-,-,-,-,,-,-,-,-,-,-,-,-,-,x,,,,,,,,,
44,262,"Lanatà, A., Valenza, G., & Scilingo, E. P. (2012). A novel EDA glove based on textile-integrated electrodes for affective computing. Medical & Biological Engineering & Computing, 50(11), 1163–1172. doi:10.1007/s11517-012-0921-9",-,x,-,-,-,x,IAPS,x,,,-,-,-,-,-,-,-,-,-,-,,,,,-,10 s,-,-,-
45,263,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",,x,,-,x,-,Stroop color-word interference test’’ (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,3s,-,-,-
45,264,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",,x,,-,x,-,Stroop color-word interference test’’ (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,3s,-,-,-
45,265,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",,x,,-,x,-,Stroop color-word interference test’’ (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,3s,-,-,-
45,266,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",,x,,-,x,-,Stroop color-word interference test’’ (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,3s,-,-,-
45,267,"Ren, P., Barreto, A., Huang, J., Gao, Y., Ortega, F. R., & Adjouadi, M. (2013). Off-line and On-line Stress Detection Through Processing of the Pupil Diameter Signal. Annals of Biomedical Engineering, 42(1), 162–176. doi:10.1007/s10439-013-0880-9 ",,x,,-,x,-,Stroop color-word interference test’’ (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,3s,-,-,-
46,268,"GOUIZI, K., BEREKSI REGUIG, F., & MAAOUI, C. (2011). Emotion recognition from physiological signals. Journal of Medical Engineering & Technology, 35(6-7), 300–307. doi:10.3109/03091902.2011.601784",-,x,-,-,-,x,IAPS,x,,,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
47,269,"Bornoiu, I.-V., Strungaru, R., & Grigore, O. (2015). Intelligent System for Emotion Recognition Based on Electrodermal Activity Processing. 6th European Conference of the International Federation for Medical and Biological Engineering, 70–73. doi:10.1007/978-3-319-11128-5_18 ",,,,-,x,-,Trier social stress test,-,,,-,-,-,-,,-,x,-,,,,,,,-,-,-,-,-
48,270,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",,,,-,x,-,Visit website with interruptions,-,,,-,-,-,-,,-,-,-,,,x,,,,-,-,-,-,-
48,271,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",,,,-,x,-,Visit website with interruptions,-,,,-,-,-,-,,-,-,-,,,x,,,,-,-,-,-,-
48,272,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",,,,-,x,-,Visit website with interruptions,-,,,-,-,-,-,,-,-,-,,,x,,,,-,-,-,-,-
48,273,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",,,,-,x,-,Visit website with interruptions,-,,,-,-,-,-,,-,-,-,,,x,,,,-,-,-,-,-
48,274,"Liapis, A., Katsanos, C., Sotiropoulos, D., Xenos, M., & Karousos, N. (2015). Subjective Assessment of Stress in HCI. Proceedings of the 11th Biannual Conference on Italian SIGCHI Chapter - CHItaly 2015. doi:10.1145/2808435.2808450",,,,-,x,-,Visit website with interruptions,-,,,-,-,-,-,,-,-,-,,,x,,,,-,-,-,-,-
49,275,"Drungilas, D., Bielskis, A. A., & Denisov, V. (2010). An intelligent control system based on non-invasive man machine interaction. In Innovations in Computing Sciences and Software Engineering (pp. 63-68). Springer, Dordrecht.",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,276,"Wu, G., Liu, G., & Hao, M. (2010). The Analysis of Emotion Recognition from GSR Based on PSO. 2010 International Symposium on Intelligence Information Processing and Trusted Computing. doi:10.1109/iptc.2010.60",x,,,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,,,,,,,-,-,240-300s,-,-
51,277,"Giakoumis, D., Tzovaras, D., Moustakas, K., & Hassapis, G. (2011). Automatic Recognition of Boredom in Video Games Using Novel Biosignal Moment-Based Features. IEEE Transactions on Affective Computing, 2(3), 119–133. doi:10.1109/t-affc.2011.4 ",,,,-,x,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-
52,278,"Safta, I., Grigore, O., & Căruntu, C.(2011). Emotion Detection Using Psycho-Physiological Signal Processing. Computer, 3, 4.",-,x,-,-,-,x,IAPS,x,,,-,-,-,-,,-,-,-,,,,,,,-,7s,-,-,-
53,279,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",,x,,-,x,-,Stroop ,-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
53,280,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",,x,,-,x,-,Stroop ,-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
53,281,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",,x,,-,x,-,Stroop ,-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
53,282,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",,x,,-,x,-,Stroop ,-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
53,283,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2012). Comparison of the use of pupil diameter and galvanic skin response signals for affective assessment of computer users. Biomedical sciences instrumentation, 48, 345-350.",,x,,-,x,-,Stroop ,-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
54,284,"Cheng, J., & Liu, G. (2013). Computing nonlinear features of skin conductance to build the affective detection model. 2013 International Conference on Communications, Circuits and Systems (ICCCAS). doi:10.1109/icccas.2013.6765349 ",x,,,-,-,x,-,-,x,,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
54,285,"Cheng, J., & Liu, G. (2013). Computing nonlinear features of skin conductance to build the affective detection model. 2013 International Conference on Communications, Circuits and Systems (ICCCAS). doi:10.1109/icccas.2013.6765349 ",x,,,-,-,x,-,-,x,,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
54,286,"Cheng, J., & Liu, G. (2013). Computing nonlinear features of skin conductance to build the affective detection model. 2013 International Conference on Communications, Circuits and Systems (ICCCAS). doi:10.1109/icccas.2013.6765349 ",x,,,-,-,x,-,-,x,,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
55,287,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",,x,,-,x,-,Stoop color word interfence test (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
55,288,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",,x,,-,x,-,Stoop color word interfence test (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
55,289,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",,x,,-,x,-,Stoop color word interfence test (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
55,290,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",,x,,-,x,-,Stoop color word interfence test (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
55,291,"Ren, P., Barreto, A., Gao, Y., & Adjouadi, M. (2013). Affective Assessment by Digital Processing of the Pupil Diameter. IEEE Transactions on Affective Computing, 4(1), 2–14. doi:10.1109/t-affc.2012.25",,x,,-,x,-,Stoop color word interfence test (SCWT),-,,x,-,-,-,-,,-,-,-,,,,,,,-,-,-,-,-
56,292,"Guo, R., Li, S., He, L., Gao, W., Qi, H., & Owens, G. (2013, May). Pervasive and unobtrusive emotion sensing for human mental health. In 2013 7th International Conference on Pervasive Computing Technologies for Healthcare and Workshops (pp. 436-439). IEEE.",x,,,-,-,x,-,-,x,,-,-,-,-,,-,-,-,,,,,,,-,-,300-480s,-,-
56,293,"Guo, R., Li, S., He, L., Gao, W., Qi, H., & Owens, G. (2013, May). Pervasive and unobtrusive emotion sensing for human mental health. In 2013 7th International Conference on Pervasive Computing Technologies for Healthcare and Workshops (pp. 436-439). IEEE.",x,,,-,-,x,-,-,x,,-,-,-,-,,-,-,-,,,,,,,-,-,300-480s,-,-
57,294,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",,,,-,x,-,-,-,,,-,-,-,-,,-,x,-,,,,,,,robot interaction ,-,10-30s,-,-
57,295,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",,,,-,x,-,-,-,,,-,-,-,-,,-,x,-,,,,,,,robot interaction ,-,10-30s,-,-
57,296,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",,,,-,x,-,-,-,,,-,-,-,-,,-,x,-,,,,,,,robot interaction ,-,10-30s,-,-
57,297,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",,,,-,x,-,-,-,,,-,-,-,-,,-,x,-,,,,,,,robot interaction ,-,10-30s,-,-
57,298,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",,,,-,x,-,-,-,,,-,-,-,-,,-,x,-,,,,,,,robot interaction ,-,10-30s,-,-
57,299,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",,,,-,x,-,-,-,,,-,-,-,-,,-,x,-,,,,,,,robot interaction ,-,10-30s,-,-
57,300,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",,,,-,x,-,-,-,,,-,-,-,-,,-,x,-,,,,,,,robot interaction ,-,10-30s,-,-
57,301,"Henriques, R., Paiva, A., & Antunes, C. (2013). Accessing Emotion Patterns from Affective Interactions Using Electrodermal Activity. 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction. doi:10.1109/acii.2013.14 ",,,,-,x,-,-,-,,,-,-,-,-,,-,x,-,,,,,,,robot interaction ,-,10-30s,-,-
58,302,"Li, S., Guo, R., He, L., Gao, W., Qi, H., & Owens, G. (2014). MoodMagician. Proceedings of the 12th ACM Conference on Embedded Network Sensor Systems - SenSys ’14. doi:10.1145/2668332.2668371",x,,,-,-,x,-,-,x,,-,-,-,-,,-,-,-,,,,,,,-,-,240s-300s,-,-
59,303,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
59,304,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
59,305,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
59,306,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
59,307,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
59,308,"Yu, D., & Sun, S. (2020). A systematic exploration of deep neural networks for EDA-based emotion recognition. Information, 11(4), 212.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,309,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
60,310,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
60,311,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
60,312,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
60,313,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
60,314,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,315,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,316,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,317,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,318,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,319,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,320,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,321,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,322,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,323,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
60,324,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
60,325,"Al Machot, F., Elmachot, A., Ali, M., Al Machot, E., & Kyamakya, K. (2019). A deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors. Sensors, 19(7), 1659.",x,,,-,-,x,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,,1m,-,-,-
